"Stkcd","EndDate","FN_Fn06101"
"000002","2016-12-31","深圳市万科房地产有限公司"
"000002","2016-12-31","广州市万科房地产有限公司"
"000002","2016-12-31","上海万科房地产有限公司"
"000002","2016-12-31","北京万科企业有限公司"
"000002","2016-12-31","佛山市万科置业有限公司"
"000002","2016-12-31","东莞市万科房地产有限公司"
"000002","2016-12-31","珠海市万科房地产有限公司"
"000002","2016-12-31","厦门市万科房地产有限公司"
"000002","2016-12-31","福州市万科房地产有限公司"
"000002","2016-12-31","海南万科房地产开发有限公司"
"000002","2016-12-31","南京万科置业有限公司"
"000002","2016-12-31","江苏苏南万科房地产有限公司"
"000002","2016-12-31","宁波万科房地产开发有限公司"
"000002","2016-12-31","合肥万科置业有限公司"
"000002","2016-12-31","唐山万科房地产开发有限公司"
"000002","2016-12-31","天津万科房地产有限公司"
"000002","2016-12-31","沈阳万科房地产开发有限公司"
"000002","2016-12-31","大连万科置业有限公司"
"000002","2016-12-31","长春万科房地产开发有限公司"
"000002","2016-12-31","烟台万科房地产开发有限公司"
"000002","2016-12-31","太原万科房地产有限公司"
"000002","2016-12-31","青岛万科房地产有限公司"
"000002","2016-12-31","成都万科房地产有限公司"
"000002","2016-12-31","武汉市万科房地产有限公司"
"000002","2016-12-31","万科(重庆)房地产有限公司"
"000002","2016-12-31","西安万科企业有限公司"
"000002","2016-12-31","贵阳万科房地产有限公司"
"000002","2016-12-31","昆明万科房地产开发有限公司"
"000002","2016-12-31","新疆万科房地产有限公司"
"000002","2016-12-31","浙江浙南万科房地产有限公司"
"000002","2016-12-31","中山市万科房地产有限公司"
"000002","2016-12-31","长沙市万科房地产开发有限公司"
"000002","2016-12-31","芜湖万科房地产有限公司"
"000002","2016-12-31","扬州万科房地产有限公司"
"000002","2016-12-31","郑州万科房地产有限公司"
"000002","2016-12-31","徐州万科房地产有限公司"
"000002","2016-12-31","济南万科房地产开发有限公司"
"000002","2016-12-31","南宁市万科房地产有限公司"
"000002","2016-12-31","常州万科房地产有限公司"
"000002","2016-12-31","Vanke Property (Overseas)Limited"
"000002","2016-12-31","万科物业发展有限公司"
"000002","2016-12-31","深圳市万科物业服务有限公司"
"000002","2016-12-31","广州市万科物业服务有限公司"
"000002","2016-12-31","东莞市万科物业服务有限公司"
"000002","2016-12-31","佛山市万科物业服务有限公司"
"000002","2016-12-31","南京万科物业管理有限公司"
"000002","2016-12-31","上海万科物业服务有限公司"
"000002","2016-12-31","北京万科物业服务有限公司"
"000002","2016-12-31","天津万科物业服务有限公司"
"000002","2016-12-31","沈阳万科物业服务有限公司"
"000002","2016-12-31","成都万科物业服务有限公司"
"000002","2016-12-31","武汉万科物业服务有限公司"
"000002","2016-12-31","长春万科物业服务有限公司"
"000002","2016-12-31","深圳市万睿智能科技有限公司"
"000002","2016-12-31","万科地产(香港)有限公司"
"000002","2016-12-31","永达中国投资有限公司"
"000002","2016-12-31","万科置业(香港)有限公司"
"000002","2016-12-31","万科置业地产(香港)有限公司"
"000002","2016-12-31","东莞万科建筑技术研究有限公司"
"000002","2016-12-31","Vanke Holdings USA LLC"
"000002","2016-12-31","深圳市浪骑游艇会有限公司"
"000002","2016-12-31","上海硕诚置业有限公司"
"000002","2016-12-31","东莞市万宏房地产有限公司"
"000002","2016-12-31","上海郡科投资管理有限公司"
"000002","2016-12-31","北京万瑞房地产开发有限公司"
"000002","2016-12-31","合肥万科瑞翔地产有限公司"
"000002","2016-12-31","杭州万科锦南置业有限公司"
"000002","2016-12-31","杭州东尚置业有限公司"
"000002","2016-12-31","河南省美景之州地产开发有限公司"
"000002","2016-12-31","上海万之江房地产开发有限公司"
"000002","2016-12-31","宁波万江置业有限公司"
"000004","2016-12-31","山东北大高科华泰制药有限公司"
"000004","2016-12-31","深圳国科投资有限公司"
"000005","2016-12-31","深圳世纪星源物业发展有限公司"
"000005","2016-12-31","深圳国际商务有限公司"
"000005","2016-12-31","深圳智慧空间物业管理服务有限公司"
"000005","2016-12-31","上海大名星苑酒店有限公司"
"000005","2016-12-31","深圳市新德利新能源汽车租赁有限公司"
"000005","2016-12-31","深圳假日星苑酒店管理有限公司"
"000005","2016-12-31","深圳市博经闻资讯技术有限公司"
"000005","2016-12-31","深圳小茶餐饮管理有限公司"
"000005","2016-12-31","深圳市星源恒裕投资发展有限公司"
"000005","2016-12-31","浙江博世华环保科技有限公司"
"000005","2016-12-31","浙江贝格勒环保设备有限公司"
"000005","2016-12-31","浙江博格沃膜科技有限公司"
"000005","2016-12-31","BESTWAENVITECHGERMANYGMBH"
"000005","2016-12-31","贵州博世华环保科技有限公司"
"000005","2016-12-31","景宁博世华环保科技有限公司"
"000005","2016-12-31","深圳清研紫光科技有限公司"
"000005","2016-12-31","深圳清研紫光检测技术有限公司"
"000005","2016-12-31","昆山清研紫光检测技术有限公司"
"000006","2016-12-31","贵州振业房地产开发有限公司"
"000006","2016-12-31","天津市振业资产管理有限公司"
"000006","2016-12-31","天津市振业房地产开发有限公司"
"000006","2016-12-31","天津振业佳元房地产开发有限公司"
"000006","2016-12-31","东莞市振业房地产开发有限公司"
"000006","2016-12-31","西安振业房地产开发有限公司"
"000006","2016-12-31","深圳市振业房地产开发有限公司"
"000006","2016-12-31","广西振业房地产股份有限公司"
"000006","2016-12-31","惠州市惠阳区振业创新发展有限公司"
"000006","2016-12-31","湖南振业房地产开发有限公司"
"000006","2016-12-31","广州市振发房地产开发发有限公司"
"000006","2016-12-31","天津振业津滨房地产开发有限公司"
"000006","2016-12-31","深汕特别合作区振业房地产开发有限公司"
"000006","2016-12-31","深圳市振业贸易发展有限公司"
"000006","2016-12-31","深圳市建设(集团)公司金属结构制品厂"
"000006","2016-12-31","天津振业化工发展有限公司"
"000007","2016-12-31","上海量宽信息技术有限公司"
"000007","2016-12-31","深圳市广博投资发展有限公司"
"000007","2016-12-31","深圳市零七投资发展有限公司"
"000007","2016-12-31","深圳市零七物业管理有限公司"
"000007","2016-12-31","深圳市格兰德假日俱乐部有限公司"
"000007","2016-12-31","深圳德福联合金融控股有限公司"
"000007","2016-12-31","深圳自然金刚投资合伙企业(有限合伙)"
"000008","2016-12-31","北京神州高铁资产管理有限公司"
"000008","2016-12-31","北京新联铁集团股份有限公司"
"000008","2016-12-31","武汉利德测控技术有限公司"
"000008","2016-12-31","北京交大微联科技有限公司"
"000008","2016-12-31","深圳市宝利鼎实业有限公司"
"000008","2016-12-31","新路智铁科技发展有限公司"
"000009","2016-12-31","中国宝安集团控股有限公司"
"000009","2016-12-31","中国宝安集团投资有限公司"
"000009","2016-12-31","中国宝安集团金融投资有限公司"
"000009","2016-12-31","深圳恒安房地产开发有限公司"
"000009","2016-12-31","深圳市恒运物流有限公司"
"000009","2016-12-31","深圳市恒基物业管理有限公司"
"000009","2016-12-31","中国宝安集团资产管理有限公司"
"000009","2016-12-31","深圳市唐人广告有限公司"
"000009","2016-12-31","深圳市唐人文化传播有限公司"
"000009","2016-12-31","唐人投资有限公司"
"000009","2016-12-31","深圳红莲湖投资有限公司"
"000009","2016-12-31","成都市泰格尔航天航空科技有限公司"
"000009","2016-12-31","恒丰国际投资有限公司"
"000009","2016-12-31","华一发展有限公司"
"000009","2016-12-31","宝安科技有限公司"
"000009","2016-12-31","广东药博园开发有限公司"
"000009","2016-12-31","广东宝安农林高科有限公司"
"000009","2016-12-31","深圳市宝利通小额贷款有限公司"
"000009","2016-12-31","宝安集团产业投资管理有限公司"
"000009","2016-12-31","武汉宝安房地产开发有限公司"
"000009","2016-12-31","湖北宝安房地产有限公司"
"000009","2016-12-31","天门宝安房地产开发有限公司"
"000009","2016-12-31","湖北美地房地产开发有限公司"
"000009","2016-12-31","武汉一冶新安置业有限公司"
"000009","2016-12-31","武汉市广安置业有限公司"
"000009","2016-12-31","湖北省鼎足建筑工程有限公司"
"000009","2016-12-31","湖北红莲湖旅游度假区开发有限公司"
"000009","2016-12-31","湖北红莲湖农林高科发展有限公司"
"000009","2016-12-31","湖北红莲湖恒安大酒店有限公司"
"000009","2016-12-31","中国宝安集团创新科技园有限公司"
"000009","2016-12-31","武汉南湖物业管理有限公司"
"000009","2016-12-31","武汉永力睿源科技有限公司"
"000009","2016-12-31","北京永力睿远科技有限公司"
"000009","2016-12-31","中国宝安集团海南实业有限公司"
"000009","2016-12-31","万宁宝安房地产开发有限公司"
"000009","2016-12-31","海南宝安农林发展有限公司"
"000009","2016-12-31","海南宝安地产投资有限公司"
"000009","2016-12-31","文昌宝安房地产开发有限公司"
"000009","2016-12-31","海南宝安地产实业有限公司"
"000009","2016-12-31","海南儋州宝安房地产开发有限公司"
"000009","2016-12-31","海南儋州港宝置业有限公司"
"000009","2016-12-31","海南儋州恒运实业有限公司"
"000009","2016-12-31","海南儋州恒通置地有限公司"
"000009","2016-12-31","新疆宝安房地产开发有限公司"
"000009","2016-12-31","新疆宝安新能源矿业有限公司"
"000009","2016-12-31","新疆宝安新型建材有限公司"
"000009","2016-12-31","天津宝安房地产开发有限公司"
"000009","2016-12-31","山东宝安房地产开发有限公司"
"000009","2016-12-31","北京恒丰房地产开发有限公司"
"000009","2016-12-31","北京富华房地产投资有限公司"
"000009","2016-12-31","北京太华投资有限公司"
"000009","2016-12-31","北京太丰投资有限公司"
"000009","2016-12-31","北京太安投资有限公司"
"000009","2016-12-31","美亚新材料责任有限公司"
"000009","2016-12-31","北美制钉责任有限公司"
"000009","2016-12-31","北美建筑产业有限公司"
"000009","2016-12-31","黑龙江宝安新能源投资有限公司"
"000009","2016-12-31","密山宝安钾业有限公司"
"000009","2016-12-31","昆明恒基物业管理有限公司"
"000009","2016-12-31","成都绿金高新技术股份有限公司"
"000009","2016-12-31","额敏绿金禾家生物科技有限公司"
"000009","2016-12-31","贵州宝安房地产开发有限公司"
"000009","2016-12-31","江西宝安新材料科技有限公司"
"000009","2016-12-31","美国宝安新材料科技股份公司"
"000009","2016-12-31","南京宝安高新投资有限公司"
"000009","2016-12-31","南京宝安高新创业投资基金管理有限公司"
"000009","2016-12-31","南京宝骏创业投资基金"
"000009","2016-12-31","武汉贝耐安新材料有限公司"
"000009","2016-12-31","哈尔滨万鑫石墨谷科技有限公司"
"000009","2016-12-31","哈尔滨万鑫投资有限公司"
"000009","2016-12-31","鸡西市超碳新材料股份有限公司"
"000009","2016-12-31","遵义市大地和电气有限公司"
"000009","2016-12-31","深圳市益药益家电商有限公司"
"000009","2016-12-31","深圳市贝特瑞纳米科技有限公司"
"000009","2016-12-31","鸡西市贝特瑞石墨产业园有限公司"
"000009","2016-12-31","鹤岗宝安新能源有限公司"
"000009","2016-12-31","天津市贝特瑞新能源科技有限公司"
"000009","2016-12-31","惠州市贝特瑞新材料科技有限公司"
"000009","2016-12-31","鸡西长源矿业有限公司"
"000009","2016-12-31","山西贝特瑞新能源科技有限公司"
"000009","2016-12-31","贝特瑞(天津)纳米材料制造有限公司"
"000009","2016-12-31","深圳市大源高科有限公司"
"000009","2016-12-31","威海恒运置业有限公司"
"000009","2016-12-31","威海港宝置业有限公司"
"000009","2016-12-31","威海宝顺置业有限公司"
"000009","2016-12-31","武汉天一医药开发有限公司"
"000009","2016-12-31","武汉马应龙大药房连锁有限公司"
"000009","2016-12-31","武汉马应龙医院投资管理有限公司"
"000009","2016-12-31","武汉马应龙医药物流有限公司"
"000009","2016-12-31","武汉天一医药科技投资有限公司"
"000009","2016-12-31","武汉马应龙达安基因诊断技术有限公司"
"000009","2016-12-31","武汉马应龙中西医结合肛肠医院有限公司"
"000009","2016-12-31","马应龙国际医药发展有限公司"
"000009","2016-12-31","武汉马应龙综合门诊部有限公司"
"000009","2016-12-31","马应龙药业集团连锁医院投资管理有限公司"
"000009","2016-12-31","南京马应龙医院管理有限公司"
"000009","2016-12-31","南京马应龙中医医院有限公司"
"000009","2016-12-31","武汉迈迪投资管理有限公司"
"000009","2016-12-31","武汉迈迪医疗投资中心"
"000009","2016-12-31","湖北马应龙八宝生物科技有限公司"
"000009","2016-12-31","武汉仲龙投资管理有限公司"
"000009","2016-12-31","湖北马应龙护理品有限公司"
"000009","2016-12-31","武汉马应龙网络投资有限公司"
"000009","2016-12-31","武汉同道和科技合伙企业"
"000009","2016-12-31","武汉小马奔腾医疗科技有限公司"
"000009","2016-12-31","武汉硚龙医疗产业投资基金合伙企业"
"000009","2016-12-31","宁波拜能特斯商贸有限公司"
"000009","2016-12-31","马应龙药业集团股份有限公司"
"000009","2016-12-31","武汉马应龙医药有限公司"
"000009","2016-12-31","深圳大佛药业股份有限公司"
"000009","2016-12-31","深圳市大佛医药贸易有限公司"
"000009","2016-12-31","湖北天下明药业有限公司"
"000009","2016-12-31","武汉马应龙爱欣大药房连锁有限公司"
"000009","2016-12-31","武汉智康企业管理咨询有限公司"
"000009","2016-12-31","北京马应龙长青医院管理有限公司"
"000009","2016-12-31","北京马应龙长青肛肠医院有限公司"
"000009","2016-12-31","西安马应龙肛肠医院有限公司"
"000009","2016-12-31","沈阳马应龙医院投资管理有限公司"
"000009","2016-12-31","沈阳马应龙兴华肛肠医院有限公司"
"000009","2016-12-31","大同马应龙肛肠医院有限公司"
"000009","2016-12-31","宁波江北马应龙博爱医院有限公司"
"000009","2016-12-31","深圳市贝特瑞新能源材料股份有限公司"
"000009","2016-12-31","天津市贝特瑞新能源材料有限责任公司"
"000009","2016-12-31","深圳市大地和电气股份有限公司"
"000009","2016-12-31","厦门捷欧大地和新能源有限公司"
"000009","2016-12-31","深圳市运通物流实业有限公司"
"000009","2016-12-31","深圳市泰格尔航天航空科技有限公司"
"000009","2016-12-31","深圳市丹晟恒丰投资有限公司"
"000009","2016-12-31","湖北青龙山风景区开发有限公司"
"000009","2016-12-31","湖北信息安全产业基地有限公司"
"000009","2016-12-31","武汉永力科技股份有限公司"
"000009","2016-12-31","武汉华博通讯有限公司"
"000009","2016-12-31","海南合峰房地产开发有限公司"
"000009","2016-12-31","海南大山农业有限公司"
"000009","2016-12-31","海南荣域投资有限公司"
"000009","2016-12-31","宁波拜特测控技术股份有限公司"
"000009","2016-12-31","国科中农(北京)生物科技有限公司"
"000009","2016-12-31","四川国科中农生物科技有限公司"
"000009","2016-12-31","成都绿金生物科技营销有限责任公司"
"000009","2016-12-31","成都绿金生物科技有限责任公司"
"000009","2016-12-31","宜宾市南溪区国科中农生物科技有限公司"
"000009","2016-12-31","四川贝氏新材料有限公司"
"000009","2016-12-31","集安市古马岭金矿有限责任公司"
"000009","2016-12-31","北京宝航新材料有限公司"
"000009","2016-12-31","北京恒天隆商贸有限公司"
"000009","2016-12-31","张家港友诚科技机电有限公司"
"000009","2016-12-31","苏州工业园区多思达科技有限公司"
"000009","2016-12-31","深圳市华信达房地产开发有限公司"
"000009","2016-12-31","深圳市贝特瑞能源材料股份有限公司"
"000010","2016-12-31","深圳市华新润达创业投资有限公司"
"000010","2016-12-31","新疆美辰燃气有限公司"
"000010","2016-12-31","宁波市风景园林设计研究院有限公司"
"000010","2016-12-31","宁波艾斯特景观发展有限公司"
"000010","2016-12-31","浙江深华新生态建设发展有限公司"
"000010","2016-12-31","温洲市青草地投资有限公司"
"000010","2016-12-31","江苏八达园林有限责任公司"
"000010","2016-12-31","贵州中达园林绿化建设有限公司"
"000010","2016-12-31","常州森林投资有限公司"
"000010","2016-12-31","安徽春秋花木有限公司"
"000010","2016-12-31","龙里八达置业有限公司"
"000010","2016-12-31","贵州黔创四通工程建设有限公司"
"000011","2016-12-31","深圳市皇城地产有限公司"
"000011","2016-12-31","深圳市物业房地产开发有限公司"
"000011","2016-12-31","深物业集团徐州大彭房地产开发有限公司"
"000011","2016-12-31","东莞市国贸长盛房地产开发有限公司"
"000011","2016-12-31","深物业扬州房地产开发有限公司"
"000011","2016-12-31","深圳市国贸物业管理有限公司"
"000011","2016-12-31","深圳市皇城物业管理有限公司"
"000011","2016-12-31","山东深国贸物业管理有限公司"
"000011","2016-12-31","重庆深国贸物业管理有限公司"
"000011","2016-12-31","重庆奥博电梯有限公司"
"000011","2016-12-31","深圳市天阙电梯技术有限公司"
"000011","2016-12-31","深圳市国管机电设备有限公司"
"000011","2016-12-31","深圳市国贸餐饮有限公司"
"000011","2016-12-31","深圳市物业工程建设监理有限公司"
"000011","2016-12-31","深圳市国贸房地产交易中心"
"000011","2016-12-31","深圳市国贸汽车实业有限公司"
"000011","2016-12-31","深圳市国贸小汽车出租有限公司"
"000011","2016-12-31","深圳市特速机动车驾驶员培训中心有限公司"
"000011","2016-12-31","深圳市国贸商场有限公司"
"000011","2016-12-31","四川天和实业有限公司"
"000011","2016-12-31","湛江深圳物业发展有限公司"
"000011","2016-12-31","深圳市深新出租汽车有限公司"
"000011","2016-12-31","深业地产发展有限公司"
"000011","2016-12-31","汇恒发展有限公司"
"000011","2016-12-31","置茂置业有限公司"
"000011","2016-12-31","胜达时投资有限公司"
"000012","2016-12-31","成都南玻玻璃有限公司"
"000012","2016-12-31","四川南玻节能玻璃有限公司"
"000012","2016-12-31","天津南玻节能玻璃有限公司"
"000012","2016-12-31","东莞南玻工程玻璃有限公司"
"000012","2016-12-31","东莞南玻太阳能玻璃有限公司"
"000012","2016-12-31","东莞南玻光伏科技有限公司"
"000012","2016-12-31","宜昌南玻硅材料有限公司"
"000012","2016-12-31","吴江南玻华东工程玻璃有限公司"
"000012","2016-12-31","河北南玻玻璃有限公司"
"000012","2016-12-31","吴江南玻玻璃有限公司"
"000012","2016-12-31","南玻(香港)有限公司"
"000012","2016-12-31","河北视窗玻璃有限公司"
"000012","2016-12-31","咸宁南玻玻璃有限公司"
"000012","2016-12-31","咸宁南玻节能玻璃有限公司"
"000012","2016-12-31","清远南玻节能新材料有限公司"
"000012","2016-12-31","深圳南玻融资租赁有限公司"
"000012","2016-12-31","江油南玻矿业发展有限公司"
"000012","2016-12-31","深圳南玻光伏能源有限公司"
"000012","2016-12-31","清远南玻新能源有限公司"
"000012","2016-12-31","苏州南玻光伏能源有限公司"
"000012","2016-12-31","江苏吴江南玻新能源有限责任公司"
"000012","2016-12-31","宜昌南玻新能源有限公司"
"000012","2016-12-31","深圳南玻显示器件科技有限公司"
"000012","2016-12-31","咸宁南玻光电玻璃有限公司"
"000014","2016-12-31","新乡市深业地产有限公司"
"000014","2016-12-31","深圳市深业置地物业投资有限公司"
"000014","2016-12-31","洛阳深业博浩地产有限公司"
"000014","2016-12-31","长沙深业置业有限公司"
"000016","2016-12-31","深圳康佳通信科技有限公司"
"000016","2016-12-31","深圳市康佳电器有限公司"
"000016","2016-12-31","深圳康佳塑胶制品有限公司"
"000016","2016-12-31","深圳康佳生活电器有限公司"
"000016","2016-12-31","深圳康佳电子配件科技有限公司"
"000016","2016-12-31","牡丹江北冰洋电器有限公司"
"000016","2016-12-31","重庆庆佳电子有限公司"
"000016","2016-12-31","安徽康佳电子有限公司"
"000016","2016-12-31","安徽康佳电器有限公司"
"000016","2016-12-31","昆山康佳电子有限公司"
"000016","2016-12-31","东莞康佳电子有限公司"
"000016","2016-12-31","东莞康佳包装材料有限公司"
"000016","2016-12-31","博罗康佳印制板有限公司"
"000016","2016-12-31","博罗康佳精密科技有限公司"
"000016","2016-12-31","香港康佳有限公司"
"000016","2016-12-31","康电投资发展有限公司"
"000016","2016-12-31","康电国际贸易有限公司"
"000016","2016-12-31","康佳(欧洲)有限责任公司"
"000016","2016-12-31","康佳商业保理(深圳)有限公司"
"000016","2016-12-31","深圳市万凯达科技有限公司"
"000016","2016-12-31","昆山康盛投资发展有限公司"
"000016","2016-12-31","安徽康佳同创电器有限公司"
"000016","2016-12-31","印尼康佳电子有限公司"
"000016","2016-12-31","深圳数时达物流服务有限公司"
"000016","2016-12-31","北京康佳电子有限公司"
"000016","2016-12-31","深圳市康佳壹视界商业显示有限公司"
"000016","2016-12-31","深圳市壹视界商业显示服务有限公司"
"000016","2016-12-31","厦门市达龙贸易有限责任公司"
"000016","2016-12-31","优视康荣文化传播有限公司"
"000016","2016-12-31","深圳市康侨佳城置业投资有限公司"
"000016","2016-12-31","康佳智晟有限公司"
"000016","2016-12-31","安徽开开视界电子商务有限公司"
"000016","2016-12-31","深圳市易平方网络科技有限公司"
"000016","2016-12-31","深圳市康佳商用系统科技有限公司"
"000016","2016-12-31","深圳市康佳移动互联科技有限公司"
"000016","2016-12-31","中康供应链管理有限公司"
"000016","2016-12-31","深圳市康侨易链科技有限公司"
"000016","2016-12-31","易立方(海南)科技公司"
"000016","2016-12-31","滁州康佳科技产业发展有限公司"
"000017","2016-12-31","深圳市阿米尼实业有限公司"
"000018","2016-12-31","神州长城医疗投资管理有限公司"
"000018","2016-12-31","神州长城基础设施投资有限公司"
"000018","2016-12-31","武汉商职医院有限责任公司"
"000018","2016-12-31","神州长城国际工程有限公司"
"000018","2016-12-31","神州长城建业工程有限公司"
"000018","2016-12-31","神州长城(北京)投资基金管理有限公司"
"000018","2016-12-31","神州长城房地产(湖北)有限公司"
"000018","2016-12-31","神州长城新能源(北京)有限公司"
"000018","2016-12-31","乾安县神州太阳能发电有限公司"
"000018","2016-12-31","武安市聚合光伏发电有限公司"
"000018","2016-12-31","亳州广成新能源有限责任公司"
"000018","2016-12-31","亳州市兆盛农业技术有限责任公司"
"000018","2016-12-31","亳州市协盈太阳能发电有限责任公司"
"000018","2016-12-31","上海凌睿国际贸易有限公司"
"000018","2016-12-31","深圳市宏图略实业有限公司"
"000018","2016-12-31","神州长城发展(横琴)有限公司"
"000018","2016-12-31","SINO GREAT WALL(USA).INC"
"000018","2016-12-31","广州赫尔贝纳室内设计有限公司"
"000018","2016-12-31","盈润机电工程(香港)有限公司"
"000018","2016-12-31","神州长城西南建设工程有限公司"
"000018","2016-12-31","PT.SINO GREAT WALL INVESTMENT INDONESIA"
"000018","2016-12-31","PT.SINO GREAT WALL CONSTRUCTION INDONESIA"
"000018","2016-12-31","SINO GREAT WALL INTERNETIONAL ENGINEERING(CNMI)CO.,LLC"
"000018","2016-12-31","深圳市雅田装饰设计工程有限公司"
"000018","2016-12-31","神州长城国际工程(澳门)有限公司"
"000018","2016-12-31","神州长城集团有限公司"
"000018","2016-12-31","SGW HP EngineeringConstructionSDN.BHD"
"000018","2016-12-31","SINO GREAT WALL(PHILIPPINES)INTERNATIONAL CORPORITION"
"000018","2016-12-31","北京神州长城装饰设计有限公司"
"000018","2016-12-31","宿州市绿邦木业科技有限公司"
"000018","2016-12-31","神州禾吉环保材料有限公司"
"000018","2016-12-31","SINO GREAT WALL INTERNETIONAL ENGINEERING(MM)CO.,LTD"
"000018","2016-12-31","Sino Great Wall International Engineering(Thailand)Co.,Ltd."
"000019","2016-12-31","深圳市深宝华城科技有限公司"
"000019","2016-12-31","婺源县聚芳永茶业有限公司"
"000019","2016-12-31","深圳市深宝三井食品饮料发展有限公司"
"000019","2016-12-31","惠州深宝科技有限公司"
"000019","2016-12-31","深圳市深宝物业管理有限公司"
"000019","2016-12-31","深圳市深宝工贸有限公司"
"000019","2016-12-31","杭州聚芳永控股有限公司"
"000019","2016-12-31","深圳市深宝技术中心有限公司"
"000019","2016-12-31","福海堂茶业生态科技有限公司"
"000019","2016-12-31","杭州春拾网络科技有限公司"
"000019","2016-12-31","深圳市深深宝投资有限公司"
"000019","2016-12-31","深圳深深宝茶文化商业管理有限公司"
"000019","2016-12-31","杭州聚芳永商贸有限公司"
"000019","2016-12-31","云南深宝普洱茶供应链管理有限公司"
"000019","2016-12-31","惠州深宝食品有限公司"
"000019","2016-12-31","武夷山深宝岩茶有限公司"
"000019","2016-12-31","云南普洱茶交易中心股份有限公司"
"000020","2016-12-31","深圳市华发物业租赁管理有限公司"
"000020","2016-12-31","深圳中恒华发物业有限公司"
"000020","2016-12-31","武汉恒发科技有限公司"
"000020","2016-12-31","深圳市华发恒天有限公司"
"000020","2016-12-31","深圳市华发恒泰有限公司"
"000021","2016-12-31","深圳开发磁记录有限公司"
"000021","2016-12-31","深圳长城开发精密技术有限公司"
"000021","2016-12-31","开发磁记录(香港)有限公司"
"000021","2016-12-31","深圳开发微电子有限公司"
"000021","2016-12-31","深圳开发光磁科技有限公司"
"000021","2016-12-31","开发科技(香港)有限公司"
"000021","2016-12-31","开发科技(新加坡)有限公司"
"000021","2016-12-31","海南长城开发科技有限公司"
"000021","2016-12-31","深圳长城开发贸易有限公司"
"000021","2016-12-31","深圳长城开发苏州电子有限公司"
"000021","2016-12-31","开发贸易(香港)有限公司"
"000021","2016-12-31","开发科技(英国)有限公司"
"000021","2016-12-31","泰中开发科技(泰国)有限公司"
"000021","2016-12-31","开发科技(马来西亚)有限公司"
"000021","2016-12-31","开发科技(泰国)有限公司"
"000021","2016-12-31","深圳长城开发电子产品维修有限公司"
"000021","2016-12-31","沛顿科技(深圳)有限公司"
"000021","2016-12-31","深圳长城科美技术有限公司"
"000021","2016-12-31","苏州长城开发科技有限公司"
"000021","2016-12-31","惠州长城开发科技有限公司"
"000021","2016-12-31","东莞长城开发科技有限公司"
"000021","2016-12-31","成都长城开发科技有限公司"
"000022","2016-12-31","深圳赤湾国际货运代理有限公司"
"000022","2016-12-31","赤湾港航(香港)有限公司"
"000022","2016-12-31","东莞深赤湾港务有限公司"
"000022","2016-12-31","东莞深赤湾码头有限公司"
"000022","2016-12-31","轩运发展有限公司"
"000022","2016-12-31","深圳赤湾港集装箱有限公司"
"000022","2016-12-31","深圳赤湾货运有限公司"
"000022","2016-12-31","赤湾集装箱码头有限公司"
"000022","2016-12-31","深圳赤湾拖轮有限公司"
"000022","2016-12-31","赤湾海运(香港)有限公司"
"000023","2016-12-31","深圳市天地混凝土有限公司"
"000023","2016-12-31","深圳市深康大岭山石矿有限公司"
"000023","2016-12-31","深圳市天地砼剂开发有限公司"
"000023","2016-12-31","深圳市天地物业管理有限公司"
"000023","2016-12-31","深圳市天地东建混凝土有限公司"
"000023","2016-12-31","深圳市深秦实业有限公司"
"000023","2016-12-31","深圳市天地新型构件有限公司"
"000023","2016-12-31","深圳市天地石材有限公司"
"000023","2016-12-31","深圳天地远东混凝土有限公司"
"000023","2016-12-31","深圳市天地石矿有限公司"
"000023","2016-12-31","深圳市天地建材有限公司"
"000023","2016-12-31","株洲天地混凝土有限公司"
"000023","2016-12-31","深圳市天地恒大房地产投资管理有限公司"
"000023","2016-12-31","连云港天地经纬房地产开发有限公司"
"000023","2016-12-31","深圳市天地建筑材料有限公司"
"000023","2016-12-31","西安千禧国际置业有限公司"
"000023","2016-12-31","株洲天地中亿混凝土有限公司"
"000025","2016-12-31","深圳市特力新永通汽车发展有限公司"
"000025","2016-12-31","深圳市东昌永通机动车辆检测有限公司"
"000025","2016-12-31","深圳市新永通东晓汽车检测有限公司"
"000025","2016-12-31","深圳市特发特力物业管理有限公司"
"000025","2016-12-31","深圳市宝安石泉实业有限公司"
"000025","2016-12-31","深圳市特发特力房地产有限公司"
"000025","2016-12-31","深圳市特力房地产交易有限公司"
"000025","2016-12-31","深圳市新永通机动车检测设备有限公司"
"000025","2016-12-31","深圳市汽车工业贸易总公司"
"000025","2016-12-31","深圳市汽车工业供销公司"
"000025","2016-12-31","深圳特发华日汽车企业有限公司"
"000025","2016-12-31","深圳市华日安信汽车检测有限公司"
"000025","2016-12-31","深圳市中天实业有限公司"
"000025","2016-12-31","深圳市华日丰田汽车销售服务有限公司"
"000025","2016-12-31","深圳汉力高技术陶瓷有限公司"
"000025","2016-12-31","深圳市南方汽车维修中心"
"000025","2016-12-31","安徽特力星光珠宝投资有限公司"
"000025","2016-12-31","安徽特力星光金尊珠宝有限公司"
"000026","2016-12-31","深圳市亨吉利世界名表中心有限公司"
"000026","2016-12-31","深圳市飞亚达精密计时制造有限公司"
"000026","2016-12-31","飞亚达香港有限公司"
"000026","2016-12-31","68站有限公司"
"000026","2016-12-31","哈尔滨亨吉利世界名表经销有限公司"
"000026","2016-12-31","北京亨联达钟表有限责任公司"
